index,source_text,raw_output,prompt_preview
668,"A box is 8 inches in height, 10 inches in width, and 12 inches in length. A wooden building block is 3 inches in height, 2 inches in width, and 4 inches in length. How many building blocks can fit into the box?","First, we need to find the volume of the box. The formula for the volume of a rectangular prism is:\n\nVolume = Length x Width x Height\n\nIn this case, the length, width, and height of the box are 12 inches, 10 inches, and 8 inches, respectively. So, the volume of the box is:\n\nVolume = 12 x 10 x 8 = 960 cubic inches\n\nNext, we need to find the volume of a single wooden building block. The dimensions of the block are 3 inches in height, 2 inches in width, and 4 inches in length. So, the volume of a single block is:\n\nVolume = 3 x 2 x 4 = 24 cubic inches\n\nNow, we can divide the volume of the box by the volume of a single building block to find out how many blocks can fit in the box:\n\nNumber of blocks = Volume of box / Volume of a single block\n= 960 / 24\n= 38 blocks\n\nTherefore, 38 wooden building blocks can fit inside the box.","Solve the math word problem. You may output any free-form reasoning. Problem: A box is 8 inches in height, 10 inches in width, and 12 inches in length. A wooden building block is 3 inches in height, 2 inches in width, and 4 inches in length. How many building blocks can fit into the box? Answer: "
484,"Leticia, Nina, and Rosalie have a total of 25 people on their dance team. If 8 people quit, but 13 new people got in, how many people are there now on the team?",25 - 8 = 17\n17 + 13 = 30\nThere are 30 people on the dance team now.\n\nAnswer: 30,"Solve the math word problem. You may output any free-form reasoning. Problem: Leticia, Nina, and Rosalie have a total of 25 people on their dance team. If 8 people quit, but 13 new people got in, how many people are there now on the team? Answer: "
321,"Five months ago, Mike earned 10 times more money than Fred. If his salary has increased by 40 percent now, and Fred's salary then was $1000, calculate Mike's salary now.","5 months ago, Mike earned 10 times more money than Fred, so Mike earned $1000 x 10 = $10,000.\nNow, Mike's salary has increased by 40% since then, so his new salary is $10,000 x 1.4 = $14,000.\nTherefore, Mike's salary now is $14,000.","Solve the math word problem. You may output any free-form reasoning. Problem: Five months ago, Mike earned 10 times more money than Fred. If his salary has increased by 40 percent now, and Fred's salary then was $1000, calculate Mike's salary now. Answer: "
30,"Ann, Bill, Cate, and Dale each buy personal pan pizzas cut into 4 pieces. If Bill and Dale eat 50% of their pizzas and Ann and Cate eat 75% of the pizzas, how many pizza pieces are left uneaten?","Let's start by identifying the total number of pizza pieces. Since each person buys a personal pan pizza cut into 4 pieces, the total number of pizza pieces is:\n4 x 4 = 16\n\nNow, let's calculate how many pizza pieces each person eats.\nBill and Dale eat 50% of their pizzas, which means they eat:\n50% of 4 = 2\n\nAnn and Cate eat 75% of their pizzas, which means they eat:\n75% of 4 = 3\n\nNow, let's subtract the number of pizza pieces each person ate from the total number of pizza pieces:\n16 - 2 - 3 = 11\n\nSo, there are 11 pizza pieces left uneaten.\n\nNote: This problem requires you to use the percentages to find the number of pizza pieces each person eats, and then subtract that number from the total number of pizza pieces to find the number left uneaten.","Solve the math word problem. You may output any free-form reasoning. Problem: Ann, Bill, Cate, and Dale each buy personal pan pizzas cut into 4 pieces. If Bill and Dale eat 50% of their pizzas and Ann and Cate eat 75% of the pizzas, how many pizza pieces are left uneaten? Answer: "
175,"Conner has a dune buggy that he rides in the desert.  On flat sand, it can ride at a speed of 60 miles per hour.  When traveling on downhill slopes, it can race at 12 miles per hour faster than it can when it is on flat sand.  And when riding on an uphill inclined slow, it travels at a speed 18 miles per hour slower than when it is riding on flat sand.  If Conner rides his dune buggy one-third of the time on flat sand, one-third of the time on uphill slopes, and one-third of the time on downhill slopes, what is his average speed in miles per hour?","Let's first determine the average speed of the dune buggy on flat sand.  The problem states that the dune buggy can ride at 60 miles per hour on flat sand.  So, the average speed on flat sand is 60/3 = 20 miles per hour.\n\nNext, we need to determine the average speed on uphill slopes.  The problem states that the dune buggy travels at 18 miles per hour slower on uphill slopes than on flat sand.  So, the average speed on uphill slopes is 20 - (18*3/3) = 20 - 54 = 34 miles per hour.\n\nNow, we need to determine the average speed on downhill slopes.  The problem states that the dune buggy travels at 12 miles per hour faster on downhill slopes than on flat sand.  So, the average speed on downhill slopes is 60 + (12*3/3) = 60 + 36 = 96 miles per hour.\n\nFinally, we can determine the average speed of the dune buggy by adding the average speeds on each terrain type and dividing by 3:\n\nAverage speed = (20 + 34 + 96)/3 = 150/3 = 50 miles per hour\n\nTherefore, Conner's average speed while riding his dune buggy is 50 miles per hour.","Solve the math word problem. You may output any free-form reasoning. Problem: Conner has a dune buggy that he rides in the desert.  On flat sand, it can ride at a speed of 60 miles per hour.  When traveling on downhill slopes, it can race at 12 miles per hour faster than it can when it is on flat sand.  And when riding on an uphill inclined slow, it travels at a speed 18 miles per hour slower than when it is riding on flat sand.  If Conner rides his dune buggy one-third of the time on flat sand, one-third of the time on uphill slopes, and one-third of the time on downhill slopes, what is his average speed in miles per hour? Answer: "
544,"Elise is buying more dog food. She buys a 15kg bag then another 10kg bag, and she now has 40kg of dog food. How many kilograms of dog food did Elise already have?","Elise already had 15kg of dog food before she bought the 10kg bag. So, she had 15 + 10 = 25kg of dog food.\n\nElise now has 40kg of dog food, so she bought 40 - 25 = 15kg of dog food.\n\nTherefore, Elise bought 15kg of dog food.","Solve the math word problem. You may output any free-form reasoning. Problem: Elise is buying more dog food. She buys a 15kg bag then another 10kg bag, and she now has 40kg of dog food. How many kilograms of dog food did Elise already have? Answer: "
591,"To make a cherry pie, Veronica needs 3 pounds of pitted cherries.  There are 80 single cherries in one pound of cherries.   It takes 10 minutes to pit 20 cherries.  How many hours will it take Veronica to pit all the cherries?","Veronica needs 3 pounds of pitted cherries. 3 pounds = 3 x 80 = 240 cherries.\nIt takes 10 minutes to pit 20 cherries. 20 cherries / 10 minutes = 2 cherries per minute.\nIt takes 2 cherries per minute to pit all the cherries. 2 cherries per minute x 240 cherries = 480 minutes.\nIt will take Veronica 480 minutes to pit all the cherries. 480 minutes / 60 minutes per hour = 8 hours.\nTherefore, it will take Veronica 8 hours to pit all the cherries.","Solve the math word problem. You may output any free-form reasoning. Problem: To make a cherry pie, Veronica needs 3 pounds of pitted cherries.  There are 80 single cherries in one pound of cherries.   It takes 10 minutes to pit 20 cherries.  How many hours will it take Veronica to pit all the cherries? Answer: "
499,Salvadore earned $1956. Santo earned half of what Salvadore earned. How much money did the two men earn together?,Salvadore earned $1956. Santo earned half of what Salvadore earned. Santo earned $1956/2 = $978.\nSalvadore and Santo earned $1956 + $978 = $2934 together.,Solve the math word problem. You may output any free-form reasoning. Problem: Salvadore earned $1956. Santo earned half of what Salvadore earned. How much money did the two men earn together? Answer: 
576,"Diane bought twenty more apples than Cecile. If Cecile bought 15 apples, how many apples did they buy altogether?","Diane bought 20 more apples than Cecile, so Diane bought 20 + 15 = 35 apples.\nTherefore, they bought 35 + 15 = 50 apples altogether.","Solve the math word problem. You may output any free-form reasoning. Problem: Diane bought twenty more apples than Cecile. If Cecile bought 15 apples, how many apples did they buy altogether? Answer: "
811,Steve owns a lake shop that sells fish. He has a stock of 200 fish. He sells 50 fish and because his refrigerators stop working a third of the remaining fish become spoiled. A new stock of 200 more fish arrives. How many fish does he have in stock now?,"Steve has 200 fish in stock initially. \nHe sells 50 fish, leaving him with 150 fish. \nA third of the remaining fish become spoiled, so 50 fish become spoiled. \nNow he has 100 fish left. \nNew stock of 200 fish arrives, so he has 300 fish in stock now.\n\nSo, Steve has 300 fish in stock now.",Solve the math word problem. You may output any free-form reasoning. Problem: Steve owns a lake shop that sells fish. He has a stock of 200 fish. He sells 50 fish and because his refrigerators stop working a third of the remaining fish become spoiled. A new stock of 200 more fish arrives. How many fish does he have in stock now? Answer: 
439,"Timothy has $50 to spend at a souvenir shop. He sees some t-shirts that cost $8 each, key chains that sell 3 pieces for $2, and bags that cost $10 each. Timothy buys 2 t-shirts and 2 bags. How many pieces of key chains can he buy with the amount of money he has left?","Timothy has $50 - $8*2 = $50 - $16 = $34 left after buying 2 t-shirts and 2 bags.\nHe can buy 3 pieces of key chains for $2, so he can buy 3*3 = $9 worth of key chains.\nTherefore, he has $34 - $9 = $25 left to buy key chains.\n\nTherefore, Timothy can buy 25/3 = 8 pieces of key chains.\n\nTherefore, Timothy can buy 8 pieces of key chains with the amount of money he has left.","Solve the math word problem. You may output any free-form reasoning. Problem: Timothy has $50 to spend at a souvenir shop. He sees some t-shirts that cost $8 each, key chains that sell 3 pieces for $2, and bags that cost $10 each. Timothy buys 2 t-shirts and 2 bags. How many pieces of key chains can he buy with the amount of money he has left? Answer: "
796,Carla can cook a batch of waffles in 10 minutes and chicken-fried steak in 6 minutes. How long will it take her to cook 3 steaks and a batch of waffles?,"Carla can cook 3 steaks in 6 minutes, so it will take 6 minutes x 3 = 18 minutes to cook 3 steaks.\nCarla can cook a batch of waffles in 10 minutes, so it will take 10 minutes x 2 = 20 minutes to cook 2 batches of waffles.\nTherefore, it will take Carla 18 + 20 = 38 minutes to cook 3 steaks and a batch of waffles.",Solve the math word problem. You may output any free-form reasoning. Problem: Carla can cook a batch of waffles in 10 minutes and chicken-fried steak in 6 minutes. How long will it take her to cook 3 steaks and a batch of waffles? Answer: 
55,There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses?,"To find the percentage of flowers that are not roses, we need to subtract the number of roses from the total number of flowers.\n\nTotal number of flowers = 25 + 40 + 35 = 100\n\nNumber of roses = 25\n\nPercentage of flowers that are not roses = (100 - 25) / 100 = 75%\n\nTherefore, 75% of the flowers are not roses.\n\nNote: This problem is a classic example of a percentage problem, where we need to find a percentage of a total by subtracting a part from the total.",Solve the math word problem. You may output any free-form reasoning. Problem: There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses? Answer: 
140,"Fern is checking IDs to get into an R-rated movie. She denied 20% of the 120 kids from Riverside High, 70% of the 90 kids from West Side High, and half the 50 kids from Mountaintop High. How many kids got into the movie?","Let's start by using the first group of kids from Riverside High. 20% of 120 is 24, so 120 - 24 = 96. \nNext, we'll use the second group of kids from West Side High. 70% of 90 is 63, so 90 - 63 = 27. \nNow, we'll add the two groups together: 96 + 27 = 123. \nNow, we'll subtract the number of kids from Mountaintop High. 50 / 2 = 25. \nSo, 123 - 25 = 98 kids got into the movie.\n\nSolution:\nLet's use the first group of kids from Riverside High. 20% of 120 is 24, so 120 - 24 = 96. \nNext, we'll use the second group of kids from West Side High. 70% of 90 is 63, so 90 - 63 = 27. \nNow, we'll add the two groups together: 96 + 27 = 123. \nNow, we'll subtract the number of kids from Mountaintop High. 50 / 2 = 25. \nSo, 123 - 25 = 98 kids got into the movie.\n\nLet's use the first group of kids from Riverside High. 20% of 120 is 24, so 120 - 24 = 96. \nNext, we'll use the second group of kids from West Side High. 70% of 90 is 63, so 90 - 63 = 27. \nNow, we'll add the two groups together: 96 + 27 = 123. \nNow, we'll subtract the number of kids from Mountaintop High. 50 / 2 = 25. \nSo, 123 - 25 = 98 kids got into the movie.\n\nLet's use the first group of kids from Riverside High. 20% of 120 is 24, so 120 - 24 = 96. \nNext, we'll use the second group of kids from West Side High. 70% of 90 is 63, so 90 - 63 = 27. \nNow, we'll add the two groups together: 96 + 27 = 123. \nNow, we'll subtract the number of kids from Mountaintop High. 50 / 2 = 25. \nSo, 123 - 25 = 98 kids got into the movie.\n\nLet's use the first group of kids from Riverside High. 20% of 120 is 24, so 120 - 24 = 96. \nNext, we'll use the second group of kids from West Side High. 70% of 90 is 63, so 90 -","Solve the math word problem. You may output any free-form reasoning. Problem: Fern is checking IDs to get into an R-rated movie. She denied 20% of the 120 kids from Riverside High, 70% of the 90 kids from West Side High, and half the 50 kids from Mountaintop High. How many kids got into the movie? Answer: "
779,"The flowers cost $9, the clay pot costs $20 more than the flower, and the bag of soil costs $2 less than the flower.  How much does it cost to plant the flowers?",$9 + $20 + $9 = $38\n$38 - $2 = $36\n$36 is the cost to plant the flowers.\n\nAnswer: $36,"Solve the math word problem. You may output any free-form reasoning. Problem: The flowers cost $9, the clay pot costs $20 more than the flower, and the bag of soil costs $2 less than the flower.  How much does it cost to plant the flowers? Answer: "
725,Tim has 30 toads. Jim has 20 more toads than Tim does. Sarah has twice as many toads as Jim does. How many toads does Sarah have?,Sarah has 20 + 20 = 40 toads.\n\nExplanation:\nJim has 30 + 20 = 50 toads.\nSarah has 2 times 50 = 100 toads.\n\nNote: \n* Tim has 30 toads.\n* Jim has 50 toads.\n* Sarah has 100 toads.,Solve the math word problem. You may output any free-form reasoning. Problem: Tim has 30 toads. Jim has 20 more toads than Tim does. Sarah has twice as many toads as Jim does. How many toads does Sarah have? Answer: 
92,"Sally and Bob have made plans to go on a trip at the end of the year. They both decide to work as babysitters and save half of what they've earned for their trip. If Sally makes $6 per day and Bob makes $4 per day, how much money will they both have saved for their trip after a year?","Sally makes $6 per day, so she will have $6 x 365 = $2,190\nBob makes $4 per day, so he will have $4 x 365 = $1,460\nTogether, they will have $2,190 + $1,460 = $3,650\n\nSo, after a year, they will have saved $3,650 for their trip.\n\nNote: This is just an example of how to solve a math word problem. The actual amount saved may vary depending on the specific details of the problem.","Solve the math word problem. You may output any free-form reasoning. Problem: Sally and Bob have made plans to go on a trip at the end of the year. They both decide to work as babysitters and save half of what they've earned for their trip. If Sally makes $6 per day and Bob makes $4 per day, how much money will they both have saved for their trip after a year? Answer: "
826,James takes 20 units per semester at community college.  If each unit costs $50 how much does he pay for 2 semesters?,"20 units per semester x 2 semesters = 40 units x $50 per unit = $2000\n\nIs this correct?\n\nAnswer:  Yes, that is correct! James pays $2000 for 2 semesters of community college, with each semester requiring 20 units at $50 per unit.",Solve the math word problem. You may output any free-form reasoning. Problem: James takes 20 units per semester at community college.  If each unit costs $50 how much does he pay for 2 semesters? Answer: 
982,"Frank bakes two trays of cookies per day, for 6 days. Frank eats one cookie each day to make sure they taste good. Ted comes over on the sixth day and eats 4 cookies. If each tray makes 12 cookies, how many cookies are left when Ted leaves?","Frank bakes 2 trays per day, so 2 x 6 = 12 trays baked.\nFrank eats 1 cookie per day, so 12 trays x 1 = 12 cookies eaten.\nTed eats 4 cookies, so 12 - 4 = 8 cookies left.\n\nFrank bakes 2 trays per day, so 2 x 6 = 12 trays baked.\nFrank eats 1 cookie per day, so 12 trays x 1 = 12 cookies eaten.\nTed eats 4 cookies, so 12 - 4 = 8 cookies left.\n\nFrank bakes 2 trays per day, so 2 x 6 = 12 trays baked.\nFrank eats 1 cookie per day, so 12 trays x 1 = 12 cookies eaten.\nTed eats 4 cookies, so 12 - 4 = 8 cookies left.\n\nFrank bakes 2 trays per day, so 2 x 6 = 12 trays baked.\nFrank eats 1 cookie per day, so 12 trays x 1 = 12 cookies eaten.\nTed eats 4 cookies, so 12 - 4 = 8 cookies left.\n\nFrank bakes 2 trays per day, so 2 x 6 = 12 trays baked.\nFrank eats 1 cookie per day, so 12 trays x 1 = 12 cookies eaten.\nTed eats 4 cookies, so 12 - 4 = 8 cookies left.\n\nFrank bakes 2 trays per day, so 2 x 6 = 12 trays baked.\nFrank eats 1 cookie per day, so 12 trays x 1 = 12 cookies eaten.\nTed eats 4 cookies, so 12 - 4 = 8 cookies left.\n\nFrank bakes 2 trays per day, so 2 x 6 = 12 trays baked.\nFrank eats 1 cookie per day, so 12 trays x 1 = 12 cookies eaten.\nTed eats 4 cookies, so 12 - 4 = 8 cookies left.\n\nFrank bakes 2 trays per day, so 2 x 6 = 12 trays baked.\nFrank eats 1 cookie per day, so 12 trays x 1 = 12 cookies eaten.\nTed eats 4 cookies, so 12 - 4 = 8 cookies left.\n\nFrank bakes 2 trays per day, so 2 x 6 = 12 trays baked.\nFrank eats 1 cookie per day, so 12 trays x 1 = 12 cookies eaten.\nTed eats 4 cookies, so 12 - 4 = 8 cookies left.\n\nFrank bakes 2 trays per day, so 2 x 6 = 12 trays baked.\nFrank eats 1 cookie per day","Solve the math word problem. You may output any free-form reasoning. Problem: Frank bakes two trays of cookies per day, for 6 days. Frank eats one cookie each day to make sure they taste good. Ted comes over on the sixth day and eats 4 cookies. If each tray makes 12 cookies, how many cookies are left when Ted leaves? Answer: "
393,Josh built his little brother a rectangular sandbox.  The perimeter of the sandbox is 30 feet and the length is twice the width. What is the width of the sandbox?,"The perimeter of the sandbox is 30 feet.\nThe length is twice the width.\nSo, the length is 2*width = 2*x\nThe perimeter is 30 feet\nSo, 30 = 2*x + 2*x\nSimplify: 30 = 4x\nx = 30/4\nx = 7.5\nSo, the width of the sandbox is 7.5 feet.",Solve the math word problem. You may output any free-form reasoning. Problem: Josh built his little brother a rectangular sandbox.  The perimeter of the sandbox is 30 feet and the length is twice the width. What is the width of the sandbox? Answer: 
730,Jack bought 3 books a month at $20 each.  He sells them back at the end of the year for $500.  How much money did he lose?,"Jack lost $480.\n\nExplanation:  Jack bought 3 books a month at $20 each, so he spent $60 per month on books.  He sold them back at the end of the year for $500, so he made $500 - $60 = $440.  He lost $440 - $60 = $380.\n\nJack lost $380.",Solve the math word problem. You may output any free-form reasoning. Problem: Jack bought 3 books a month at $20 each.  He sells them back at the end of the year for $500.  How much money did he lose? Answer: 
