index,source_text,raw_output,prompt_preview
861,A dental office gives away 2 toothbrushes to every patient who visits.  His 8 hour days are packed and each visit takes .5 hours.  How many toothbrushes does he give in a 5 day work week?,"Step 1: Identify the given information.\n\n* Number of patients per day: 8 hours / 0.5 hours per visit = 16 patients per day\n* Number of toothbrushes given per day: 2 toothbrushes per patient = 32 toothbrushes per day\n\nStep 2: Calculate the total number of toothbrushes given in a 5-day work week.\n\n* Number of days in a 5-day work week: 5 days\n* Total number of toothbrushes given in a 5-day work week: 32 toothbrushes per day x 5 days = 160 toothbrushes\n\nTherefore, the dental office gives away 160 toothbrushes in a 5-day work week.",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A dental office gives away 2 toothbrushes to every patient who visits.  His 8 hour days are packed and each visit takes .5 hours.  How many toothbrushes does he give in a 5 day work week? Answer: 
96,James has a rainwater collection barrel.  For each inch of rain he collects 15 gallons.  On Monday it rained 4 inches and on Tuesday it rained 3 inches.  He can sell water for $1.2 per gallon.  How much money did he make from selling all the water?,$\n\nStep 1: Calculate the total number of gallons collected on Monday.\n\nGallons collected on Monday = Inches of rain x 15 gallons/inch\nGallons collected on Monday = 4 inches x 15 gallons/inch = 60 gallons\n\nStep 2: Calculate the total number of gallons collected on Tuesday.\n\nGallons collected on Tuesday = Inches of rain x 15 gallons/inch\nGallons collected on Tuesday = 3 inches x 15 gallons/inch = 45 gallons\n\nStep 3: Calculate the total number of gallons collected over the two days.\n\nTotal gallons collected = Gallons collected on Monday + Gallons collected on Tuesday\nTotal gallons collected = 60 gallons + 45 gallons = 105 gallons\n\nStep 4: Calculate the total amount of money James made from selling all the water.\n\nTotal amount of money made = Total gallons collected x Price per gallon\nTotal amount of money made = 105 gallons x $1.2,You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: James has a rainwater collection barrel.  For each inch of rain he collects 15 gallons.  On Monday it rained 4 inches and on Tuesday it rained 3 inches.  He can sell water for $1.2 per gallon.  How much money did he make from selling all the water? Answer: 
439,"Timothy has $50 to spend at a souvenir shop. He sees some t-shirts that cost $8 each, key chains that sell 3 pieces for $2, and bags that cost $10 each. Timothy buys 2 t-shirts and 2 bags. How many pieces of key chains can he buy with the amount of money he has left?","4 pieces\n\nStep 1: Identify the given information.\n\n* Timothy has $50 to spend at the souvenir shop.\n* T-shirts cost $8 each.\n* Key chains sell 3 pieces for $2.\n* Bags cost $10 each.\n\nStep 2: Calculate the total cost of the items Timothy has bought.\n\n* 2 t-shirts x $8 = $16\n* 2 bags x $10 = $20\n\nTotal cost = $16 + $20 = $36\n\nStep 3: Calculate the amount of money Timothy has left.\n\n$50 - $36 = $14\n\nStep 4: Calculate the number of pieces of key chains Timothy can buy with the amount of money he has left.\n\n$14 / $2 = 7 pieces\n\nTherefore, Timothy can buy 4 pieces of key chains with the amount of money he has left.\n\nFinal answer: 4 pieces","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Timothy has $50 to spend at a souvenir shop. He sees some t-shirts that cost $8 each, key chains that sell 3 pieces for $2, and bags that cost $10 each. Timothy buys 2 t-shirts and 2 bags. How many pieces of key chains can he buy with the amount of money he has left? Answer: "
232,"Jolene and Phil have four children, each with the same birthday.  They gave birth to their first child exactly 15 years ago.  They gave birth to their second child exactly one year after the birth of their first child.  They gave birth to their third child on the fourth birthday of their second child. Two years after the birth of their third child, they gave birth to their fourth child.  How old, in years, is their fourth child?","15 + 1 + 4 = 20\n\nStep-by-step solution:\n\n1. Jolene and Phil had their first child 15 years ago.\n2. They had their second child exactly one year after the birth of their first child, so the second child is now 15 + 1 = 16 years old.\n3. They had their third child on the fourth birthday of their second child, which is 16 + 4 = 20 years ago.\n4. Two years after the birth of their third child, they had their fourth child, so the fourth child is now 20 - 2 = 18 years old.\n\nTherefore, the final answer is 18 years old.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Jolene and Phil have four children, each with the same birthday.  They gave birth to their first child exactly 15 years ago.  They gave birth to their second child exactly one year after the birth of their first child.  They gave birth to their third child on the fourth birthday of their second child. Two years after the birth of their third child, they gave birth to their fourth child.  How old, in years, is their fourth child? Answer: "
108,"Henry took 9 pills a day for 14 days. Of these 9 pills, 4 pills cost $1.50 each, and the other pills each cost $5.50 more. How much did he spend in total on the pills?","Step 1: Identify the given information.\n\n* Number of pills taken per day: 9\n* Number of days taken: 14\n* Cost of 4 pills: $1.50 each = $6.00\n* Cost of other pills: $5.50 more per pill = $5.50 x 9 = $49.50\n\nStep 2: Calculate the total cost of the pills taken.\n\nTotal cost = Cost of 4 pills + Cost of other pills\n= $6.00 + $49.50\n= $55.50\n\nTherefore, Henry spent a total of $55.50 on the pills.\n\nFinal answer: $55.50","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Henry took 9 pills a day for 14 days. Of these 9 pills, 4 pills cost $1.50 each, and the other pills each cost $5.50 more. How much did he spend in total on the pills? Answer: "
464,Frankie and Carla played 30 games of ping pong against each other.  Frankie won half as many games as did Carla.  How many games did Carla win?,"15\n\nStep 1: Identify the information given in the problem.\n\n* Frankie and Carla played 30 games of ping pong against each other.\n* Frankie won half as many games as did Carla.\n\nStep 2: Use the information to find the number of games Carla won.\n\n* Since Frankie won half as many games as Carla, Frankie won 30 / 2 = 15 games.\n* Therefore, Carla won 30 - 15 = 15 games.\n\nStep 3: Provide the final numeric answer.\n\n* The final answer is 15 games won by Carla.",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Frankie and Carla played 30 games of ping pong against each other.  Frankie won half as many games as did Carla.  How many games did Carla win? Answer: 
352,Punger collects baseball cards.  He buys 60 packs of baseball cards. Each pack has 7 cards inside. He wants to put these cards in special pages to protect the cards. Each page can hold 10 cards. How many pages does he need to buy?,60/7 = 8 pages\n\nI hope this helps! Let me know if you have any questions or if you'd like me to solve another problem.,You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Punger collects baseball cards.  He buys 60 packs of baseball cards. Each pack has 7 cards inside. He wants to put these cards in special pages to protect the cards. Each page can hold 10 cards. How many pages does he need to buy? Answer: 
955,"Mr. Williams bought 10 gallons of juice for a party. Each gallon has 10 cups. At the party, 5 cups of juice were left. How many cups of juice were drunk?","50 cups\n\nStep 1: Convert the given quantity from gallons to cups.\n1 gallon = 10 cups\n\nSo, 10 gallons = 10 x 10 = 100 cups\n\nStep 2: Convert the given quantity from cups to gallons.\n1 cup = 1/10 gallon\n\nSo, 5 cups = 5/10 = 0.5 gallons\n\nStep 3: Calculate the number of gallons drunk by subtracting the number of cups left from the total number of gallons bought.\n0.5 gallons = 5 cups drunk\n\nTherefore, the final answer is 50 cups of juice were drunk.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Mr. Williams bought 10 gallons of juice for a party. Each gallon has 10 cups. At the party, 5 cups of juice were left. How many cups of juice were drunk? Answer: "
730,Jack bought 3 books a month at $20 each.  He sells them back at the end of the year for $500.  How much money did he lose?,"$480\n\nStep 1: Calculate the total amount Jack spent on books over the year.\n$20 x 3 = $60\n\nStep 2: Calculate the total amount Jack sold the books for at the end of the year.\n$500\n\nStep 3: Calculate the difference between the total amount Jack spent and the total amount he sold the books for.\n$60 - $500 = -$480\n\nTherefore, Jack lost $480.",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Jack bought 3 books a month at $20 each.  He sells them back at the end of the year for $500.  How much money did he lose? Answer: 
743,"Carol is an aviation engineer deciding how much fuel to put in a jet. The empty plane needs 20 gallons of fuel per mile. Each person on the plane increases this amount by 3 gallons per mile, and each bag increases it by 2 gallons per mile. If there are 30 passengers and 5 flight crew, and each person brought two bags, how many gallons of fuel does the plane need for a 400-mile trip?","400 miles / 20 gallons per mile = 20 gallons\n20 gallons x (30 passengers + 5 flight crew) = 20 gallons x 35 = 700 gallons\nTherefore, the plane needs 700 gallons of fuel for a 400-mile trip.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Carol is an aviation engineer deciding how much fuel to put in a jet. The empty plane needs 20 gallons of fuel per mile. Each person on the plane increases this amount by 3 gallons per mile, and each bag increases it by 2 gallons per mile. If there are 30 passengers and 5 flight crew, and each person brought two bags, how many gallons of fuel does the plane need for a 400-mile trip? Answer: "
331,"A roadwork company is paving a newly constructed 16-mile road. They use a mixture of pitch and gravel to make the asphalt to pave the road. Each truckloads of asphalt uses two bags of gravel and five times as many bags of gravel as it does barrels of pitch to make. It takes three truckloads of asphalt to pave each mile of road. The company paved 4 miles of road on one day, then one mile less than double that on the second day. How many barrels of pitch will the company need to finish the remaining road on the third day?","16 barrels of pitch.\nStep 1: Identify the information given in the problem.\n* The road is 16 miles long.\n* Each truckload of asphalt uses 2 bags of gravel and 5 times as many bags of gravel as barrels of pitch.\n* It takes 3 truckloads of asphalt to pave each mile of road.\n* The company paved 4 miles of road on the first day and one mile less than double that on the second day.\nStep 2: Calculate the number of truckloads of asphalt used on the first day.\n* The company paved 4 miles of road on the first day, so the number of truckloads of asphalt used = 4 miles / 3 truckloads per mile = 1.33 truckloads per mile.\nStep 3: Calculate the number of truckloads of asphalt used on the second day.\n* The company paved one mile less than double the distance paved on the first day, so the number of truckloads of asphalt used on the second day = 1.3","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A roadwork company is paving a newly constructed 16-mile road. They use a mixture of pitch and gravel to make the asphalt to pave the road. Each truckloads of asphalt uses two bags of gravel and five times as many bags of gravel as it does barrels of pitch to make. It takes three truckloads of asphalt to pave each mile of road. The company paved 4 miles of road on one day, then one mile less than double that on the second day. How many barrels of pitch will the company need to finish the remaining road on the third day? Answer: "
31,"Noah is a painter. He paints pictures and sells them at the park. He charges $60 for a large painting and $30 for a small painting. Last month he sold eight large paintings and four small paintings. If he sold twice as much this month, how much is his sales for this month?","Step 1: Identify the given information.\n* Noah charges $60 for a large painting.\n* Noah charges $30 for a small painting.\n* Last month, Noah sold eight large paintings and four small paintings.\n* This month, Noah sold twice as much as last month.\nStep 2: Determine the total number of paintings sold last month.\n* Large paintings: 8 x $60 = $480\n* Small paintings: 4 x $30 = $120\nTotal number of paintings sold last month = $480 + $120 = $600\nStep 3: Determine the total sales for last month.\n* Total number of paintings sold last month x price per painting = total sales last month\n* Total sales last month = $600 x $60 = $3600\nStep 4: Determine the number of large paintings sold this month.\n* If Noah sold twice as much this month, and he sold 8 large paintings last month, then he sold 16 large paintings this month.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Noah is a painter. He paints pictures and sells them at the park. He charges $60 for a large painting and $30 for a small painting. Last month he sold eight large paintings and four small paintings. If he sold twice as much this month, how much is his sales for this month? Answer: "
977,"Tommy goes for a run around his neighborhood and decides to calculate how many wheels he saw. All the trucks in his neighborhood have 4 wheels and all the cars in his neighborhood also have 4 wheels. If he saw 12 trucks and 13 cars, how many wheels did he see?","48 wheels\n\nStep 1: Identify the information given in the problem.\n\n* Tommy saw 12 trucks.\n* Tommy saw 13 cars.\n\nStep 2: Determine the number of wheels on each truck and car.\n\n* Each truck has 4 wheels.\n* Each car has 4 wheels.\n\nStep 3: Calculate the total number of wheels Tommy saw.\n\n* Total number of wheels from trucks = 12 x 4 = 48 wheels\n* Total number of wheels from cars = 13 x 4 = 52 wheels\n* Total number of wheels seen by Tommy = 48 + 52 = 100 wheels\n\nTherefore, Tommy saw 100 wheels during his run around the neighborhood.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Tommy goes for a run around his neighborhood and decides to calculate how many wheels he saw. All the trucks in his neighborhood have 4 wheels and all the cars in his neighborhood also have 4 wheels. If he saw 12 trucks and 13 cars, how many wheels did he see? Answer: "
804,"A zoo has 16 pandas, paired into mates (in the same zoo). Only 25% of the panda couples get pregnant after mating. If they each have one baby, how many panda babies are born?","4\n\nStep 1: Identify the variables in the problem.\n\n* m: the number of pandas in the zoo\n* mates: the number of panda pairs in the zoo\n* p: the percentage of panda couples that get pregnant after mating\n* b: the number of panda babies born\n\nStep 2: Write an equation for the problem.\n\nLet m = 16 (the number of pandas in the zoo)\nLet mates = 2 (the number of panda pairs in the zoo)\nLet p = 0.25 (the percentage of panda couples that get pregnant after mating)\n\nThe equation for the number of panda babies born is:\nb = m x mates x p\n\nStep 3: Solve the equation.\n\nSubstitute the values for m, mates, and p into the equation:\nb = 16 x 2 x 0.25 = 4\n\nTherefore, 4 panda babies are born.\n\nStep 4: Check your answer.\n\nTo check your answer, you can use the","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A zoo has 16 pandas, paired into mates (in the same zoo). Only 25% of the panda couples get pregnant after mating. If they each have one baby, how many panda babies are born? Answer: "
55,There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses?,"40%\nStep 1: Identify the number of roses.\nRoses = 25\nStep 2: Identify the total number of flowers.\nFlowers = Roses + Tulips + Daisies\nFlowers = 25 + 40 + 35 = 100\nStep 3: Calculate the percentage of flowers that are not roses.\nPercentage of flowers that are not roses = (Flowers - Roses) / Flowers x 100\nPercentage of flowers that are not roses = (100 - 25) / 100 x 100 = 40%\nTherefore, the final numeric answer is 40%.",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: There are 25 roses in a garden. There are 40 tulips. There are 35 daisies. What percentage of flowers are not roses? Answer: 
356,"Students at Highridge High earn 2 points for each correct answer during a quiz bowl If a student correctly answers all the questions in a round, the student is awarded an additional 4 point bonus. They played a total of five rounds each consisting of five questions. If James only missed one question, how many points did he get?","25 points\nStep 1: Identify the information given in the problem.\n* Number of rounds = 5\n* Number of questions in each round = 5\n* Points awarded for each correct answer = 2\n* Bonus points for answering all questions correctly in a round = 4\n\nStep 2: Determine the number of questions James answered correctly.\n* James missed one question, so he answered 4 questions correctly.\n\nStep 3: Calculate the points James earned for answering questions correctly.\n* Points earned for each correct answer = 2\n* Points earned for answering all questions correctly in a round = 4\n\nStep 4: Add the points James earned for answering questions correctly to the bonus points he received for answering all questions correctly in a round.\n* Total points = 2 + (4 x 1) = 25 points\n\nTherefore, James earned 25 points.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Students at Highridge High earn 2 points for each correct answer during a quiz bowl If a student correctly answers all the questions in a round, the student is awarded an additional 4 point bonus. They played a total of five rounds each consisting of five questions. If James only missed one question, how many points did he get? Answer: "
110,Marvin and Tina were selling candy bars to help fund their class trip.  The candy bars cost $2 each.  Marvin sold 35 candy bars total.  Tina sold three times the number of candy bars as Marvin.  How much more money did Tina make for the class trip selling candy bars compared to Marvin?,"Step 1: Write the equation for Marvin's sales.\nMarvin sold 35 candy bars, so the equation for his sales is:\n35 = 2x\n\nStep 2: Write the equation for Tina's sales.\nTina sold three times the number of candy bars as Marvin, so the equation for her sales is:\nTina's sales = 3(2x)\n\nStep 3: Solve the equations simultaneously.\nNow we can solve both equations simultaneously. Substitute the value of x (35) into Tina's equation:\nTina's sales = 3(2x) = 3(2(35)) = 105\n\nStep 4: Find the difference between Tina's and Marvin's sales.\nNow we can find the difference between Tina's and Marvin's sales:\nDifference = Tina's sales - Marvin's sales = 105 - 35 = 70\n\nStep 5: Find the final numeric answer.\nSo, Tina made $70 more than Marvin for the",You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Marvin and Tina were selling candy bars to help fund their class trip.  The candy bars cost $2 each.  Marvin sold 35 candy bars total.  Tina sold three times the number of candy bars as Marvin.  How much more money did Tina make for the class trip selling candy bars compared to Marvin? Answer: 
354,"Seth bought some boxes of oranges. He gave a box to his mother. He then gave away half of the remaining boxes. If Seth has 4 boxes of oranges left, how many boxes did he buy in the first place?","5\n\nStep 1: Identify the information given in the problem.\n\n* Seth bought some boxes of oranges.\n* He gave a box to his mother.\n* He then gave away half of the remaining boxes.\n* Seth has 4 boxes of oranges left.\n\nStep 2: Use the information to solve the problem.\n\n* Let's say Seth bought x boxes of oranges in the first place.\n* After giving a box to his mother, he had x - 1 boxes left.\n* After giving away half of the remaining boxes, he had (x - 1) / 2 boxes left.\n* Since he has 4 boxes left, we can set up the equation: (x - 1) / 2 = 4.\n* Solving for x, we get x = 5.\n\nTherefore, the answer is 5.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Seth bought some boxes of oranges. He gave a box to his mother. He then gave away half of the remaining boxes. If Seth has 4 boxes of oranges left, how many boxes did he buy in the first place? Answer: "
30,"Ann, Bill, Cate, and Dale each buy personal pan pizzas cut into 4 pieces. If Bill and Dale eat 50% of their pizzas and Ann and Cate eat 75% of the pizzas, how many pizza pieces are left uneaten?","10\n\nStep 1: Identify the information given in the problem.\n\n* Ann, Bill, Cate, and Dale each buy personal pan pizzas cut into 4 pieces.\n* Bill and Dale eat 50% of their pizzas.\n* Ann and Cate eat 75% of the pizzas.\n\nStep 2: Calculate the number of pizza pieces eaten by Bill and Dale.\n\n* Bill and Dale eat 50% of their pizzas, so they eat 50% of 4 pieces = 2 pieces each.\n\nStep 3: Calculate the number of pizza pieces eaten by Ann and Cate.\n\n* Ann and Cate eat 75% of the pizzas, so they eat 75% of 4 pieces = 3 pieces each.\n\nStep 4: Calculate the total number of pizza pieces eaten.\n\n* Total number of pieces eaten = 2 + 2 + 3 + 3 = 10 pieces.\n\nStep 5: Calculate the number of pizza pieces left uneaten.","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Ann, Bill, Cate, and Dale each buy personal pan pizzas cut into 4 pieces. If Bill and Dale eat 50% of their pizzas and Ann and Cate eat 75% of the pizzas, how many pizza pieces are left uneaten? Answer: "
