index,source_text,raw_output,prompt_preview
133,"There are 40 students in a class. If 1/10 are absent, 3/4 of the students who are present are in the classroom, and the rest are in the canteen, how many students are in the canteen?",The number of students in the classroom is 40*3/4 = <<40*3/4=20>>20\nThe number of students in the canteen is 40-20 = <<40-20=20>>20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n#### 20\n####,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: There are 40 students in a class. If 1/10 are absent, 3/4 of the students who are present are in the classroom, and the rest are in the canteen, how many students are in the canteen? Answer: "
2244,"A farm has 5 less than 9 times the amount of hens as roosters.  If there are 75 total chickens, how many hens are there?",Let x be the number of hens.\nThen 9x - 5 = 75\n9x = 75 + 5\n9x = 80\nx = 80/9\nx = <<80/9=9>>9\nThere are 9 hens.\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n####,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A farm has 5 less than 9 times the amount of hens as roosters.  If there are 75 total chickens, how many hens are there? Answer: "
7069,"It is the rainy season in central Texas.  It rained for 7 hours on Monday at a rate of 1 inch per hour.  On Tuesday, it rained for 4 hours at a rate of 2 inches per hour, and on Wednesday, it rained for 2 hours at a rate of twice that of the previous day.  What is the total combined rainfall, in inches, for these three days?","On Monday, the rainfall was 7*1 = <<7*1=7>>7 inches.\nOn Tuesday, the rainfall was 4*2 = <<4*2=8>>8 inches.\nOn Wednesday, the rainfall was 2*2 = <<2*2=4>>4 inches.\nThe total rainfall for these three days was 7+8+4 = <<7+8+4=19>>19 inches.\n#### 19 inches\n#### 19/12 = 1.5 inches per hour\n#### 1.5*3 = 4.5 inches\n#### 4.5+1.5 = 6 inches\n#### 6+1.5 = 7.5 inches\n#### 7.5*12 = 90 inches\n#### 90/12 = 7.5 inches\n#### 7.5*3 = 22.5 inches\n#### 22.5+7.5 = 30 inches\n#### 30*12 = 360 inches\n#### 360/12 = 3","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: It is the rainy season in central Texas.  It rained for 7 hours on Monday at a rate of 1 inch per hour.  On Tuesday, it rained for 4 hours at a rate of 2 inches per hour, and on Wednesday, it rained for 2 hours at a rate of twice that of the previous day.  What is the total combined rainfall, in inches, for these three days? Answer: "
2538,"Ray has 175 cents in nickels. Ray gives 30 cents to Peter, and he gives twice as many cents to Randi as he gave to Peter. How many more nickels does Randi have than Peter?","Ray gave 30 cents to Peter, so he has 175 - 30 = <<175-30=145>>145 cents left.\nRay gave 2 * 30 = <<2*30=60>>60 cents to Randi.\nSo Randi has 145 - 60 = <<145-60=85>>85 cents in nickels.\nRandi has 85 / 5 = <<85/5=17>>17 nickels.\nRandi has 17 - 3 = <<17-3=14>>14 nickels more than Peter.\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 14\n#### 1","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Ray has 175 cents in nickels. Ray gives 30 cents to Peter, and he gives twice as many cents to Randi as he gave to Peter. How many more nickels does Randi have than Peter? Answer: "
3253,"At the feline sanctuary, there were 12 lions, 14 tigers, and several cougars.  If there were half as many cougars as lions and tigers combined, then what was the total number of big cats at the feline sanctuary?",There were 12 lions + 14 tigers = <<12+14=26>>26 big cats.\nThere were 26 big cats - 12 lions = <<26-12=14>>14 big cats.\nThere were 14 big cats - 14 tigers = <<14-14=0>>0 big cats.\nThere were 12 lions + 14 tigers = <<12+14=26>>26 big cats.\n#### 26\n#### 14\n#### 0\n#### 26\n#### 14\n#### 0\n#### 26\n#### 14\n#### 0\n#### 26\n#### 14\n#### 0\n#### 26\n#### 14\n#### 0\n#### 26\n#### 14\n#### 0\n#### 26\n#### 14\n#### 0\n#### 26\n#### 14\n#### 0\n#### 26\n#### 14\n#### 0\n#### 2,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: At the feline sanctuary, there were 12 lions, 14 tigers, and several cougars.  If there were half as many cougars as lions and tigers combined, then what was the total number of big cats at the feline sanctuary? Answer: "
3546,"If one Burmese python can eat one 50-cm alligator per week, how many Burmese pythons would it take to eat fifteen 50-centimeter alligators in three weeks?",The Burmese python can eat 15 alligators in 3 weeks because 15/50 = <<15/50=3>>3\nSo it would take 3 Burmese pythons to eat 15 alligators in 3 weeks because 3/1 = <<3/1=3>>3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n#### 3\n####,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: If one Burmese python can eat one 50-cm alligator per week, how many Burmese pythons would it take to eat fifteen 50-centimeter alligators in three weeks? Answer: "
6367,"Bert has a garden shop. He buys his products in a warehouse and sells them for $10 more in his shop. From each sale, he has to pay 10% of the value in tax. One day a client came to his shop and bought a barrel for $90. How Much money did Bert make on this sale?","Bert has to pay 10% of the value of the barrel in tax, so he has to pay $90*10/100=$9 in tax.\nSo he has to pay $90-$9=$81 in tax.\nSo he made $90-$81=$9 in profit.\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n#### 9\n####","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Bert has a garden shop. He buys his products in a warehouse and sells them for $10 more in his shop. From each sale, he has to pay 10% of the value in tax. One day a client came to his shop and bought a barrel for $90. How Much money did Bert make on this sale? Answer: "
4962,"Kendra wants enough shirts that she only has to do laundry once every two weeks. She wears one shirt to school for each of the five weekdays. Three days a week, she changes into a different shirt for an after-school club. On Saturday, she wears one shirt all day. On Sunday, she wears a different shirt to church than she does for the rest of the day. How many shirts does she need to be able to only do laundry once every two weeks?","Kendra wears 5 shirts on weekdays, so she needs 5 x 2 = <<5*2=10>>10 shirts for the week.\nShe wears 3 shirts on weekends, so she needs 3 x 2 = <<3*2=6>>6 shirts for the weekend.\nSo, she needs 10 + 6 = <<10+6=16>>16 shirts for the week.\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 16\n#### 1","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Kendra wants enough shirts that she only has to do laundry once every two weeks. She wears one shirt to school for each of the five weekdays. Three days a week, she changes into a different shirt for an after-school club. On Saturday, she wears one shirt all day. On Sunday, she wears a different shirt to church than she does for the rest of the day. How many shirts does she need to be able to only do laundry once every two weeks? Answer: "
6301,"Randolph is 5 years older than Sydney. Sydney is twice as old as Sherry. If Sherry is 25, how old is Randolph?",Sydney is 2*25 = <<2*25=50>>50 years old.\nRandolph is 5+50 = <<5+50=55>>55 years old.\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 55\n#### 5,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Randolph is 5 years older than Sydney. Sydney is twice as old as Sherry. If Sherry is 25, how old is Randolph? Answer: "
5533,"A developer was buying land. He bought 4 acres at $1,863 per acre. He then split the land he purchased into 9 lots. How much should he sell each lot for just to break even?","The developer bought 4 acres at $1,863 per acre, so he paid $<<4*1863=7448>>7448 for the land.\nHe then split the land into 9 lots, so each lot is 4/9=<<4/9=0.44>>0.44 acres.\nHe needs to sell each lot for $7448/0.44 acres= $<<7448/0.44=17000>>17,000 to break even.\n#### 17,000\n#### 17000\n#### 17000\n#### 17000\n#### 17000\n#### 17000\n#### 17000\n#### 17000\n#### 17000\n#### 17000\n#### 17000\n#### 17000\n#### 17000\n#### 17000\n#### 17000\n#### 17000","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: A developer was buying land. He bought 4 acres at $1,863 per acre. He then split the land he purchased into 9 lots. How much should he sell each lot for just to break even? Answer: "
325,"Bob was creating a math test for an online platform.  He created 13 questions in the first hour.  Bob then doubled his rate for the second hour, and doubled his second hour rate for the third hour.  How many questions did Bob create in the three hours?",Bob created 13*2=<<13*2=26>>26 questions in the second hour.\nBob then created 26*2=<<26*2=52>>52 questions in the third hour.\nBob created 13+52=<<13+52=65>>65 questions in the three hours.\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65\n#### 65,"You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Bob was creating a math test for an online platform.  He created 13 questions in the first hour.  Bob then doubled his rate for the second hour, and doubled his second hour rate for the third hour.  How many questions did Bob create in the three hours? Answer: "
6484,Gabriel is 3 years younger than Frank. The current total of their ages right now is 17. What is Frank's age?,Frank is 17 - 3 = <<17-3=14>>14 years old.\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 14\n#### 14 = 1,You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Gabriel is 3 years younger than Frank. The current total of their ages right now is 17. What is Frank's age? Answer: 
2655,"Trey is hanging wall decorations around his house. He uses a nail for each of two-thirds of them, a thumbtack for each of two-fifths of the rest, and a sticky strip for each of the other decorations. He used 15 sticky strips. How many nails did Trey use?","Two-thirds of the decorations is 2/3 * 10 = <<2/3*10=6>>6\nTwo-fifths of the rest is 2/5 * 10 = <<2/5*10=4>>4\nSo the total number of decorations is 10 + 6 + 4 = <<10+6+4=20>>20\nTrey used 15 sticky strips, so he used 15 - 20 = -5 sticky strips\nSo Trey used 5 nails\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n#### 5\n####","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Trey is hanging wall decorations around his house. He uses a nail for each of two-thirds of them, a thumbtack for each of two-fifths of the rest, and a sticky strip for each of the other decorations. He used 15 sticky strips. How many nails did Trey use? Answer: "
2226,"Every week of last month Paul tried out a new cake recipe.  The first week, he followed a cake recipe that called for 24 cups of sugar. Each week after that, he reduced the amount of sugar by half. How much sugar did he use for the cake on the fourth week?","The first week, Paul used 24 cups of sugar.\nThe second week, he used 12 cups of sugar.\nThe third week, he used 6 cups of sugar.\nThe fourth week, he used 3 cups of sugar.\n#### 24 - 12 = 12\n12 - 6 = 6\n6 - 3 = 3\n#### 24 - 12 = 12\n12 - 6 = 6\n6 - 3 = 3\n#### 24 - 12 = 12\n12 - 6 = 6\n6 - 3 = 3\n#### 24 - 12 = 12\n12 - 6 = 6\n6 - 3 = 3\n#### 24 - 12 = 12\n12 - 6 = 6\n6 - 3 = 3\n#### 24 - 12 = 12\n12 - 6 = 6\n6 - 3 = 3\n#### 24 - 12 = 12\n12 - 6","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Every week of last month Paul tried out a new cake recipe.  The first week, he followed a cake recipe that called for 24 cups of sugar. Each week after that, he reduced the amount of sugar by half. How much sugar did he use for the cake on the fourth week? Answer: "
1233,"Kevin has been for a run and wants to calculate how far he traveled. He ran at 10 miles per hour for half an hour, 20 miles per hour for half an hour, then ran at 8 miles per hour for 15 minutes. How many miles has Kevin run?","First, Kevin ran for 30 minutes at 10 miles per hour, so he ran 30*10=<<30*10=300>>300 miles.\nThen, he ran for 30 minutes at 20 miles per hour, so he ran 30*20=<<30*20=600>>600 miles.\nThen, he ran for 15 minutes at 8 miles per hour, so he ran 15*8=<<15*8=120>>120 miles.\nSo, Kevin ran a total of 300+600+120=<<300+600+120=1020>>1020 miles.\n#### 1020\n#### 1020\n#### 1020\n#### 1020\n#### 1020\n#### 1020\n#### 1020\n#### 1020\n#### 1020\n#### 1020\n#### 1020\n#### 102","You are a helpful math problem solver. Read the following problem and solve it step by step. Finish with the final numeric answer. Problem: Kevin has been for a run and wants to calculate how far he traveled. He ran at 10 miles per hour for half an hour, 20 miles per hour for half an hour, then ran at 8 miles per hour for 15 minutes. How many miles has Kevin run? Answer: "
